100, 65.099998
200, 142.300003
300, 228.600006
400, 291.200012
500, 365.899994
600, 442.200012
700, 496.299988
800, 598.000000
900, 682.400024
1000, 745.099976
1100, 812.700012
1200, 893.099976
1300, 1007.000000
1400, 1041.599976
1500, 1115.199951
1600, 1217.699951
1700, 1320.800049
1800, 1362.599976
1900, 1395.699951
2000, 1454.699951
2100, 1523.800049
2200, 1637.000000
2300, 1679.699951
2400, 1771.199951
2500, 1816.900024
2600, 1970.300049
2700, 2017.599976
2800, 2100.399902
2900, 2165.399902
3000, 2275.100098
3100, 2342.699951
3200, 2424.100098
3300, 2527.300049
3400, 2538.399902
3500, 2651.699951
3600, 2711.100098
3700, 2745.800049
3800, 2858.500000
3900, 2933.699951
4000, 2982.600098
4100, 3078.199951
4200, 3140.100098
4300, 3194.500000
4400, 3236.500000
4500, 3413.399902
4600, 3408.300049
4700, 3547.199951
4800, 3613.699951
4900, 3652.199951
5000, 3730.300049
5100, 3787.199951
5200, 3895.899902
5300, 3921.899902
5400, 3961.399902
5500, 4216.000000
5600, 4130.100098
5700, 4276.500000
5800, 4311.600098
5900, 4423.500000
6000, 4626.899902
6100, 4613.799805
6200, 4638.200195
6300, 4850.600098
6400, 4993.500000
6500, 5066.700195
6600, 5115.899902
6700, 5099.799805
6800, 5309.899902
6900, 5347.299805
7000, 5440.500000
7100, 5423.399902
7200, 5528.399902
7300, 5607.000000
7400, 5726.600098
7500, 5758.100098
7600, 5858.299805
7700, 5952.399902
7800, 5980.100098
7900, 6036.700195
8000, 6139.100098
8100, 6162.399902
8200, 6334.899902
8300, 6371.899902
8400, 6503.399902
8500, 6473.500000
8600, 6607.799805
8700, 6761.000000
8800, 6734.000000
8900, 6883.399902
9000, 6898.799805
9100, 7060.299805
9200, 7055.000000
9300, 7231.100098
9400, 7068.700195
9500, 7232.100098
9600, 7269.100098
9700, 7396.399902
9800, 7353.299805
9900, 7498.299805
10000, 7495.700195
